user_id,sexo,idade,pais,tipo_assinatura,tempo_uso,musicas_por_dia,taxa_pulo,dispositivo,anuncios_semana,escuta_offline,cancelamento
77,Masculino,41,FR,Familia,81,6,0.47,Mobile,0,1,0
78,Feminino,30,FR,Familia,124,73,0.43,Mobile,0,1,0
79,Masculino,23,US,Gratuito,13,30,0.24,Mobile,32,0,0
80,Feminino,47,PK,Premium,31,72,0.53,Desktop,0,1,1
81,Masculino,34,AU,Premium,277,87,0.3,Web,0,1,0
82,Feminino,45,FR,Estudante,181,69,0.59,Web,0,1,0
83,Feminino,32,PK,Gratuito,167,4,0.56,Mobile,35,0,0
84,Feminino,51,CA,Gratuito,105,11,0.03,Web,29,0,0
85,Feminino,21,FR,Estudante,202,79,0.45,Desktop,0,1,0
86,Feminino,20,IN,Familia,284,38,0.23,Web,0,1,0
87,Masculino,21,US,Premium,125,82,0.43,Web,0,1,0
88,Feminino,44,UK,Gratuito,237,36,0.37,Web,20,0,0
89,Feminino,50,PK,Familia,99,15,0.15,Mobile,0,1,0
90,Feminino,52,DE,Estudante,224,49,0.38,Desktop,0,1,0
91,Masculino,43,UK,Gratuito,195,80,0.17,Web,28,0,0
92,Feminino,41,PK,Premium,173,85,0.22,Web,0,1,0
93,Feminino,57,IN,Familia,210,7,0.25,Web,0,1,0
94,Feminino,50,UK,Gratuito,85,7,0.45,Desktop,44,0,0
95,Feminino,35,FR,Familia,93,1,0.4,Mobile,0,1,0
96,Feminino,51,IN,Estudante,222,97,0.03,Desktop,0,1,1
97,Masculino,34,CA,Premium,196,69,0.07,Web,0,1,0
98,Feminino,47,US,Familia,215,13,0.02,Mobile,0,1,1
99,Masculino,19,PK,Familia,22,45,0.29,Web,0,1,1
100,Feminino,30,UK,Estudante,283,13,0.02,Desktop,0,1,0
101,Feminino,27,FR,Gratuito,40,15,0.5,Web,16,0,0
102,Masculino,25,DE,Estudante,251,91,0.12,Desktop,0,1,0
103,Feminino,47,AU,Familia,240,61,0.56,Mobile,0,1,0
104,Masculino,33,US,Familia,160,76,0.06,Web,0,1,0
105,Masculino,46,CA,Gratuito,114,11,0.24,Web,19,0,0
106,Feminino,50,AU,Estudante,251,9,0.39,Web,0,1,0
107,Masculino,31,FR,Estudante,181,89,0.11,Desktop,0,1,1
108,Feminino,45,FR,Premium,215,16,0.26,Web,0,1,0
109,Masculino,51,FR,Estudante,119,11,0.05,Desktop,0,1,0
110,Feminino,33,CA,Premium,224,34,0.11,Mobile,0,1,0
111,Masculino,42,DE,Premium,31,61,0.29,Mobile,0,1,0
112,Masculino,16,CA,Familia,17,10,0.27,Desktop,0,1,0
113,Feminino,31,FR,Estudante,174,29,0.13,Desktop,0,1,1
114,Masculino,40,AU,Familia,31,48,0.33,Web,0,1,0
115,Masculino,57,FR,Estudante,84,40,0.58,Desktop,0,1,0
116,Feminino,17,CA,Gratuito,198,31,0.07,Web,6,0,0
117,Masculino,31,CA,Estudante,272,40,0.12,Desktop,0,1,1
118,Feminino,45,UK,Familia,21,73,0.16,Web,0,1,0
119,Masculino,59,PK,Familia,251,47,0.14,Mobile,0,1,0
120,Feminino,49,PK,Familia,95,81,0.36,Mobile,0,1,0
121,Masculino,59,IN,Estudante,169,20,0.18,Desktop,0,1,1
122,Masculino,47,DE,Premium,35,20,0.32,Desktop,0,1,1
123,Masculino,21,US,Gratuito,32,34,0.52,Web,14,0,1
124,Feminino,28,DE,Gratuito,55,67,0.53,Desktop,7,0,0
125,Feminino,47,US,Familia,120,26,0.48,Desktop,0,1,0
126,Feminino,46,IN,Gratuito,11,67,0.4,Desktop,36,0,1
127,Feminino,20,US,Premium,194,52,0.2,Mobile,0,1,0
128,Feminino,34,PK,Premium,81,85,0.29,Web,0,1,0
129,Feminino,24,DE,Gratuito,217,52,0.45,Web,23,0,0
130,Masculino,40,US,Premium,11,11,0.42,Web,0,1,1
131,Masculino,48,UK,Gratuito,72,35,0.53,Desktop,22,0,0
132,Feminino,47,PK,Premium,162,94,0.29,Desktop,0,1,0
133,Feminino,33,IN,Familia,271,57,0.36,Mobile,0,1,1
134,Masculino,20,US,Premium,218,6,0.02,Desktop,0,1,1
135,Feminino,55,DE,Familia,94,24,0.3,Web,0,1,0
136,Masculino,58,CA,Estudante,295,72,0.43,Desktop,0,1,0
137,Feminino,41,US,Premium,286,35,0.42,Desktop,0,1,0
138,Feminino,53,US,Estudante,298,37,0.5,Mobile,0,1,0
139,Feminino,50,CA,Familia,261,20,0.39,Desktop,0,1,1
140,Feminino,55,US,Gratuito,201,82,0.5,Desktop,27,0,1
141,Feminino,56,US,Gratuito,40,84,0.56,Web,49,0,0
142,Feminino,18,AU,Premium,30,78,0.42,Mobile,0,1,0
143,Masculino,29,CA,Estudante,109,88,0.45,Web,0,1,1
144,Feminino,28,UK,Premium,171,19,0.48,Mobile,0,1,1
145,Masculino,24,PK,Familia,223,31,0.09,Mobile,0,1,0
146,Feminino,44,AU,Familia,52,17,0.2,Desktop,0,1,0
147,Feminino,18,IN,Familia,195,94,0.49,Desktop,0,1,0
148,Feminino,40,PK,Premium,198,78,0.0,Desktop,0,1,0
149,Feminino,22,DE,Estudante,285,2,0.3,Desktop,0,1,0
150,Masculino,34,FR,Premium,278,83,0.24,Desktop,0,1,0
151,Masculino,44,AU,Premium,251,57,0.37,Desktop,0,1,0
152,Masculino,58,US,Estudante,158,52,0.27,Mobile,0,1,0
153,Feminino,41,PK,Familia,14,41,0.59,Web,0,1,0
154,Feminino,52,UK,Premium,280,81,0.27,Desktop,0,1,1
155,Masculino,26,IN,Estudante,257,14,0.13,Web,0,1,0
156,Feminino,42,CA,Familia,21,76,0.56,Web,0,1,1
157,Feminino,27,PK,Gratuito,237,27,0.16,Web,40,0,0
158,Feminino,48,DE,Gratuito,224,53,0.07,Mobile,43,0,0
159,Feminino,24,AU,Familia,216,76,0.28,Mobile,0,1,0
160,Feminino,34,CA,Premium,137,97,0.32,Web,0,1,0
161,Feminino,28,DE,Gratuito,209,84,0.53,Web,28,0,0
162,Feminino,17,FR,Gratuito,36,30,0.19,Mobile,43,0,1
163,Feminino,50,PK,Gratuito,95,50,0.49,Desktop,31,0,1
164,Feminino,35,AU,Premium,298,25,0.11,Mobile,0,1,1
165,Masculino,20,DE,Familia,224,51,0.23,Desktop,0,1,1
166,Feminino,50,PK,Gratuito,205,43,0.48,Desktop,47,0,0
167,Masculino,23,FR,Estudante,95,31,0.37,Web,0,1,0
168,Feminino,20,UK,Gratuito,289,17,0.28,Desktop,35,0,0
169,Masculino,51,CA,Premium,168,28,0.54,Web,0,1,0
170,Feminino,18,PK,Gratuito,211,48,0.48,Mobile,23,0,1
171,Masculino,29,DE,Premium,63,99,0.38,Mobile,0,1,0
172,Masculino,39,DE,Gratuito,124,83,0.52,Mobile,35,0,0
173,Feminino,51,CA,Familia,275,56,0.05,Web,0,1,0
174,Masculino,24,PK,Estudante,120,38,0.11,Mobile,0,1,0
175,Masculino,20,DE,Gratuito,64,20,0.16,Mobile,20,0,1
176,Feminino,57,UK,Premium,121,86,0.08,Web,0,1,1
177,Feminino,16,AU,Gratuito,184,12,0.2,Desktop,15,0,0
178,Masculino,18,PK,Familia,219,54,0.06,Web,0,1,0
179,Masculino,16,DE,Gratuito,184,40,0.01,Mobile,9,0,0
180,Feminino,50,UK,Familia,30,37,0.25,Desktop,0,1,1
181,Masculino,23,DE,Gratuito,55,46,0.41,Desktop,7,0,0
182,Feminino,53,AU,Premium,38,4,0.09,Mobile,0,1,0
183,Masculino,58,CA,Premium,281,58,0.16,Desktop,0,1,0
184,Feminino,31,DE,Premium,140,57,0.35,Mobile,0,1,1
185,Feminino,19,US,Estudante,130,17,0.35,Desktop,0,1,0
186,Feminino,36,US,Estudante,238,82,0.35,Web,0,1,1
187,Feminino,19,PK,Premium,295,53,0.55,Web,0,1,1
188,Feminino,26,IN,Gratuito,265,31,0.41,Web,38,0,0
189,Feminino,16,US,Estudante,179,80,0.6,Desktop,0,1,0
190,Feminino,49,AU,Gratuito,198,4,0.1,Desktop,36,0,0
191,Feminino,55,UK,Premium,180,17,0.08,Web,0,1,0
192,Feminino,21,DE,Estudante,267,89,0.52,Web,0,1,0
193,Feminino,48,CA,Gratuito,126,22,0.58,Mobile,45,0,0
194,Feminino,38,IN,Familia,233,94,0.29,Web,0,1,1
195,Masculino,59,PK,Estudante,161,95,0.59,Desktop,0,1,1
196,Feminino,31,CA,Estudante,100,70,0.43,Mobile,0,1,0
197,Feminino,24,US,Estudante,240,45,0.53,Web,0,1,1
198,Masculino,55,UK,Estudante,170,95,0.45,Mobile,0,1,0
199,Masculino,53,UK,Familia,150,29,0.18,Desktop,0,1,0
200,Feminino,31,US,Familia,203,79,0.15,Web,0,1,0
201,Feminino,49,AU,Gratuito,226,31,0.24,Desktop,32,0,0
202,Feminino,49,UK,Premium,31,93,0.03,Desktop,0,1,0
203,Feminino,33,DE,Premium,81,34,0.09,Mobile,0,1,0
204,Feminino,59,PK,Gratuito,62,99,0.55,Mobile,5,0,0
205,Feminino,58,AU,Gratuito,202,22,0.45,Mobile,36,0,0
206,Feminino,49,PK,Gratuito,207,33,0.09,Web,9,0,1
207,Masculino,42,DE,Estudante,20,38,0.6,Web,0,1,0
208,Feminino,24,AU,Gratuito,113,42,0.56,Desktop,32,0,1
209,Masculino,33,IN,Gratuito,168,42,0.12,Desktop,49,0,0
210,Feminino,20,IN,Estudante,251,79,0.37,Web,0,1,0
211,Feminino,42,IN,Gratuito,222,95,0.04,Desktop,29,0,0
212,Feminino,16,DE,Gratuito,74,33,0.12,Mobile,13,0,0
213,Masculino,37,CA,Premium,139,71,0.16,Desktop,0,1,0
214,Feminino,26,FR,Gratuito,160,23,0.06,Web,45,0,0
215,Feminino,46,US,Premium,37,94,0.37,Web,0,1,0
216,Masculino,36,US,Familia,199,4,0.12,Desktop,0,1,0
217,Feminino,32,FR,Gratuito,204,87,0.42,Desktop,14,0,0
218,Feminino,18,IN,Familia,181,67,0.56,Desktop,0,1,1
219,Feminino,20,DE,Premium,269,4,0.31,Web,0,1,0
220,Feminino,19,IN,Gratuito,245,9,0.07,Mobile,42,0,0
221,Feminino,34,CA,Estudante,50,54,0.59,Web,0,1,0
222,Feminino,50,DE,Estudante,272,46,0.12,Web,0,1,0
223,Feminino,36,FR,Familia,271,26,0.5,Web,0,1,0
224,Feminino,53,DE,Estudante,252,68,0.04,Web,0,1,1
225,Feminino,31,PK,Estudante,155,2,0.36,Desktop,0,1,1
226,Feminino,40,FR,Gratuito,66,80,0.02,Mobile,48,0,1
227,Feminino,41,CA,Estudante,51,26,0.19,Web,0,1,0
228,Masculino,27,UK,Gratuito,174,6,0.54,Mobile,7,0,0
229,Feminino,52,DE,Estudante,165,20,0.01,Desktop,0,1,1
230,Feminino,49,AU,Premium,73,39,0.11,Mobile,0,1,0
231,Masculino,51,DE,Estudante,10,11,0.09,Web,0,1,0
232,Feminino,19,FR,Premium,279,26,0.03,Web,0,1,0
233,Masculino,41,UK,Gratuito,222,4,0.06,Mobile,26,0,1
234,Masculino,49,DE,Premium,39,6,0.54,Web,0,1,0
235,Masculino,17,FR,Premium,40,97,0.08,Mobile,0,1,1
236,Feminino,22,UK,Premium,254,86,0.45,Desktop,0,1,1
237,Masculino,31,UK,Familia,227,23,0.55,Mobile,0,1,1
238,Feminino,19,FR,Premium,244,5,0.34,Web,0,1,0
239,Feminino,37,CA,Gratuito,113,85,0.23,Mobile,27,0,1
240,Feminino,43,UK,Gratuito,218,6,0.01,Mobile,15,0,1
241,Masculino,29,UK,Gratuito,144,94,0.33,Desktop,19,0,0
242,Feminino,51,CA,Premium,143,48,0.09,Web,0,1,0
243,Masculino,41,CA,Premium,110,61,0.44,Mobile,0,1,0
244,Feminino,24,FR,Familia,283,90,0.53,Web,0,1,0
245,Feminino,19,PK,Premium,276,15,0.28,Mobile,0,1,0
246,Masculino,48,IN,Premium,178,70,0.29,Desktop,0,1,0
247,Feminino,37,US,Premium,114,13,0.49,Desktop,0,1,0
248,Feminino,59,US,Gratuito,98,24,0.32,Mobile,8,0,0
249,Feminino,54,IN,Familia,49,27,0.29,Mobile,0,1,0
250,Feminino,36,AU,Premium,28,39,0.27,Web,0,1,0
251,Feminino,58,FR,Premium,259,67,0.17,Mobile,0,1,0
252,Feminino,20,CA,Gratuito,279,84,0.43,Desktop,24,0,0
253,Feminino,18,AU,Premium,139,58,0.09,Web,0,1,1
254,Feminino,35,DE,Gratuito,53,97,0.45,Desktop,29,0,0
255,Masculino,57,UK,Familia,255,82,0.19,Mobile,0,1,0
256,Feminino,55,CA,Premium,259,20,0.01,Mobile,0,1,0
257,Feminino,53,PK,Gratuito,112,33,0.34,Mobile,30,0,0
258,Feminino,22,US,Premium,260,75,0.36,Web,0,1,0
259,Feminino,51,IN,Premium,91,3,0.49,Desktop,0,1,0
260,Feminino,43,PK,Gratuito,92,18,0.19,Mobile,25,0,0
261,Feminino,37,AU,Gratuito,140,14,0.02,Mobile,31,0,0
262,Masculino,29,US,Premium,259,28,0.19,Desktop,0,1,1
263,Masculino,17,UK,Estudante,119,73,0.22,Desktop,0,1,0
264,Masculino,36,IN,Estudante,99,92,0.54,Web,0,1,1
265,Masculino,53,AU,Gratuito,265,49,0.2,Desktop,41,0,1
266,Feminino,54,IN,Premium,299,93,0.27,Mobile,0,1,1
267,Feminino,59,AU,Gratuito,255,75,0.56,Web,38,0,0
268,Feminino,42,DE,Familia,157,96,0.48,Web,0,1,1
269,Feminino,36,AU,Familia,176,15,0.11,Mobile,0,1,0
270,Feminino,22,AU,Estudante,146,45,0.44,Mobile,0,1,0
271,Masculino,19,DE,Familia,211,64,0.15,Mobile,0,1,0
272,Masculino,47,IN,Premium,191,42,0.52,Mobile,0,1,1
273,Masculino,29,CA,Premium,218,72,0.29,Mobile,0,1,0
274,Feminino,32,CA,Familia,128,94,0.48,Web,0,1,0
275,Feminino,47,US,Gratuito,30,10,0.38,Web,37,0,0
276,Masculino,30,DE,Familia,176,17,0.35,Mobile,0,1,0
277,Masculino,23,UK,Premium,50,45,0.08,Mobile,0,1,0
278,Feminino,37,FR,Gratuito,267,72,0.12,Desktop,38,0,0
279,Feminino,17,PK,Estudante,20,84,0.45,Web,0,1,0
280,Feminino,45,US,Familia,134,92,0.31,Mobile,0,1,0
281,Feminino,42,AU,Estudante,282,57,0.31,Mobile,0,1,0
282,Masculino,42,US,Premium,52,55,0.05,Web,0,1,1
283,Feminino,31,AU,Premium,97,37,0.59,Web,0,1,0
284,Feminino,53,IN,Gratuito,58,63,0.45,Mobile,45,0,0
285,Feminino,47,AU,Premium,126,71,0.29,Desktop,0,1,1
286,Feminino,40,FR,Premium,172,48,0.54,Web,0,1,0
287,Feminino,35,PK,Gratuito,258,36,0.2,Desktop,24,0,1
288,Feminino,33,IN,Gratuito,291,31,0.29,Desktop,39,0,0
289,Feminino,44,DE,Gratuito,27,96,0.04,Desktop,27,0,1
290,Feminino,41,UK,Familia,262,32,0.47,Desktop,0,1,0
291,Masculino,32,DE,Premium,52,52,0.47,Desktop,0,1,1
292,Feminino,20,CA,Estudante,108,26,0.17,Web,0,1,0
293,Masculino,51,US,Premium,235,5,0.28,Desktop,0,1,0
294,Feminino,25,US,Estudante,213,36,0.28,Web,0,1,0
295,Feminino,32,PK,Premium,169,6,0.13,Web,0,1,1
296,Feminino,34,DE,Estudante,158,84,0.1,Mobile,0,1,1
297,Masculino,34,DE,Premium,293,30,0.16,Desktop,0,1,0
298,Masculino,45,DE,Premium,99,84,0.58,Web,0,1,1
299,Feminino,45,US,Estudante,194,40,0.59,Desktop,0,1,0
300,Feminino,50,US,Premium,126,86,0.52,Mobile,0,1,0
301,Feminino,45,UK,Familia,102,18,0.08,Mobile,0,1,0
302,Feminino,55,PK,Gratuito,210,32,0.15,Web,29,0,1
303,Feminino,32,US,Gratuito,134,71,0.43,Mobile,14,0,0
304,Masculino,48,UK,Premium,62,25,0.53,Web,0,1,0
305,Feminino,36,US,Premium,183,29,0.53,Web,0,1,0
306,Feminino,39,DE,Premium,279,97,0.36,Mobile,0,1,0
307,Feminino,59,CA,Premium,159,48,0.21,Mobile,0,1,1
308,Masculino,23,US,Premium,187,22,0.14,Desktop,0,1,1
309,Feminino,41,UK,Familia,57,3,0.41,Mobile,0,1,0
310,Feminino,31,FR,Familia,133,88,0.07,Desktop,0,1,0
311,Masculino,48,IN,Estudante,168,78,0.41,Desktop,0,1,0
312,Feminino,21,AU,Familia,251,47,0.55,Mobile,0,1,0
313,Feminino,18,AU,Familia,71,18,0.0,Web,0,1,0
314,Feminino,25,FR,Estudante,178,84,0.32,Desktop,0,1,0
315,Masculino,56,IN,Estudante,206,64,0.1,Mobile,0,1,1
316,Masculino,34,FR,Gratuito,36,12,0.22,Mobile,44,0,0
317,Feminino,25,CA,Familia,122,69,0.09,Web,0,1,0
318,Masculino,24,PK,Premium,158,51,0.26,Web,0,1,0
319,Feminino,41,FR,Estudante,223,79,0.05,Mobile,0,1,0
320,Masculino,38,IN,Estudante,251,65,0.44,Desktop,0,1,0
321,Feminino,19,US,Familia,294,5,0.44,Web,0,1,0
322,Feminino,25,IN,Estudante,12,2,0.34,Web,0,1,1
323,Masculino,55,IN,Familia,218,58,0.36,Desktop,0,1,0
324,Masculino,17,UK,Gratuito,49,26,0.54,Desktop,12,0,0
325,Feminino,50,FR,Estudante,66,13,0.58,Mobile,0,1,1
326,Feminino,39,DE,Gratuito,295,20,0.09,Mobile,21,0,1
327,Masculino,26,AU,Estudante,131,98,0.24,Desktop,0,1,0
328,Feminino,34,UK,Gratuito,203,10,0.1,Desktop,42,0,0
329,Feminino,32,CA,Premium,201,38,0.44,Web,0,1,0
330,Feminino,40,CA,Estudante,59,35,0.37,Desktop,0,1,0
331,Masculino,32,US,Familia,119,39,0.45,Web,0,1,0
332,Feminino,51,CA,Premium,219,96,0.51,Web,0,1,1
333,Masculino,46,CA,Familia,152,83,0.58,Mobile,0,1,0
334,Feminino,51,CA,Premium,157,9,0.57,Web,0,1,0
335,Feminino,38,CA,Gratuito,89,59,0.15,Mobile,21,0,0
336,Feminino,54,FR,Familia,63,68,0.21,Mobile,0,1,0
337,Masculino,59,UK,Premium,93,36,0.39,Desktop,0,1,0
338,Feminino,41,AU,Estudante,97,78,0.02,Web,0,1,0
339,Feminino,34,IN,Premium,289,79,0.09,Desktop,0,1,0
340,Feminino,55,IN,Familia,291,39,0.3,Mobile,0,1,1
341,Feminino,34,UK,Familia,291,70,0.22,Desktop,0,1,0
342,Feminino,20,UK,Estudante,218,76,0.58,Web,0,1,1
343,Feminino,20,CA,Premium,56,55,0.18,Web,0,1,0
344,Masculino,32,IN,Estudante,157,12,0.48,Web,0,1,1
345,Feminino,37,DE,Estudante,171,65,0.52,Web,0,1,1
346,Feminino,50,CA,Familia,16,64,0.05,Web,0,1,0
347,Feminino,21,DE,Familia,207,21,0.18,Web,0,1,1
348,Masculino,48,US,Premium,123,37,0.27,Web,0,1,0
349,Masculino,46,IN,Premium,55,48,0.47,Web,0,1,1
350,Feminino,44,AU,Gratuito,49,43,0.25,Desktop,5,0,0
351,Feminino,55,PK,Gratuito,62,57,0.58,Web,7,0,0
352,Feminino,57,AU,Estudante,85,32,0.0,Desktop,0,1,0
353,Feminino,41,CA,Familia,78,33,0.04,Desktop,0,1,0
354,Masculino,50,CA,Gratuito,107,7,0.42,Desktop,27,0,1
355,Feminino,32,FR,Gratuito,202,29,0.14,Web,41,0,0
356,Masculino,51,PK,Familia,211,25,0.51,Mobile,0,1,0
357,Feminino,26,FR,Gratuito,73,27,0.19,Web,26,0,1
358,Masculino,22,PK,Premium,229,70,0.02,Desktop,0,1,0
359,Feminino,19,UK,Gratuito,164,21,0.53,Desktop,8,0,0
360,Feminino,49,DE,Familia,61,33,0.48,Desktop,0,1,1
361,Masculino,56,IN,Gratuito,164,66,0.3,Desktop,34,0,0
362,Feminino,39,PK,Gratuito,232,2,0.14,Mobile,27,0,0
363,Feminino,57,PK,Estudante,146,98,0.06,Mobile,0,1,1
364,Feminino,18,AU,Premium,42,27,0.22,Web,0,1,1
365,Masculino,43,CA,Gratuito,265,89,0.56,Desktop,28,0,0
366,Feminino,32,US,Familia,275,47,0.59,Mobile,0,1,1
367,Feminino,33,US,Estudante,295,1,0.03,Desktop,0,1,1
368,Feminino,16,IN,Gratuito,269,13,0.54,Desktop,40,0,0
369,Feminino,50,FR,Familia,224,18,0.09,Desktop,0,1,0
370,Feminino,42,PK,Gratuito,51,60,0.22,Desktop,17,0,0
371,Feminino,49,UK,Familia,100,49,0.37,Desktop,0,1,1
372,Feminino,35,FR,Premium,267,63,0.6,Web,0,1,0
373,Feminino,54,IN,Gratuito,102,35,0.06,Mobile,40,0,0
374,Masculino,44,PK,Gratuito,84,64,0.57,Web,23,0,1
375,Feminino,21,FR,Gratuito,289,92,0.2,Mobile,27,0,1
376,Masculino,44,FR,Familia,173,30,0.38,Desktop,0,1,0
377,Masculino,46,AU,Familia,42,77,0.34,Web,0,1,0
378,Feminino,53,AU,Familia,261,76,0.41,Desktop,0,1,0
379,Feminino,39,US,Gratuito,163,2,0.03,Web,38,0,1
380,Feminino,26,AU,Estudante,175,9,0.37,Web,0,1,0
381,Feminino,35,DE,Estudante,259,96,0.48,Mobile,0,1,1
382,Feminino,51,PK,Premium,103,58,0.06,Mobile,0,1,0
383,Feminino,55,DE,Familia,148,52,0.43,Desktop,0,1,0
384,Feminino,45,PK,Premium,50,19,0.02,Mobile,0,1,0
385,Feminino,53,PK,Familia,187,27,0.11,Desktop,0,1,1
386,Feminino,16,DE,Estudante,57,48,0.52,Web,0,1,0
387,Masculino,32,FR,Gratuito,51,70,0.38,Web,19,0,0
388,Feminino,26,FR,Gratuito,146,4,0.59,Mobile,16,0,0
389,Feminino,48,UK,Gratuito,210,60,0.05,Desktop,42,0,1
390,Feminino,59,UK,Familia,58,55,0.25,Web,0,1,0
391,Feminino,42,IN,Familia,124,11,0.16,Mobile,0,1,0
392,Feminino,40,IN,Estudante,273,80,0.26,Mobile,0,1,1
393,Feminino,53,PK,Gratuito,49,74,0.47,Mobile,19,0,0
394,Feminino,38,US,Estudante,119,73,0.11,Web,0,1,0
395,Feminino,58,CA,Estudante,225,10,0.08,Web,0,1,0
396,Feminino,24,US,Gratuito,203,75,0.26,Desktop,27,0,0
