ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
464884,Masculino,Sim,41,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_4,A
467050,Feminino,Nao,21,Nao,Engenheiro,0.0,Baixo,5.0,Cat_2,B
466176,Masculino,Nao,38,Sim,Medico,8.0,Baixo,1.0,Cat_2,B
467773,Masculino,Sim,70,Sim,Advogado,1.0,Alto,3.0,Cat_6,C
465425,Feminino,Nao,31,Nao,Engenheiro,1.0,Baixo,4.0,Cat_6,B
462318,Feminino,Sim,82,Nao,Advogado,0.0,Medio,2.0,Cat_6,A
460197,Masculino,Nao,38,Sim,Ator/Atriz,8.0,Baixo,3.0,Cat_2,A
459375,Masculino,Sim,18,Nao,Executivo,0.0,Alto,4.0,Cat_6,A
463862,Masculino,Sim,50,Sim,Ator/Atriz,6.0,Medio,3.0,Cat_6,C
462721,Feminino,Sim,72,Nao,Advogado,1.0,Alto,3.0,Cat_6,D
465809,Feminino,Nao,25,Nao,Do Lar,1.0,Baixo,7.0,Cat_4,B
466915,Feminino,Sim,75,Nao,Entretenimento,2.0,Alto,2.0,Cat_2,D
467343,Masculino,Nao,72,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
466268,Feminino,Sim,72,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_4,C
464868,Masculino,Sim,36,Sim,Entretenimento,6.0,Baixo,6.0,Cat_4,A
464038,Masculino,Sim,40,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A
460176,Feminino,Nao,28,Sim,Entretenimento,0.0,Baixo,4.0,Cat_6,C
462161,Feminino,Nao,28,Sim,Medico,0.0,Baixo,3.0,Cat_6,D
464893,Masculino,Sim,43,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_4,B
464443,Feminino,Sim,35,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,B
467619,Masculino,Sim,65,Sim,Advogado,1.0,Alto,2.0,Cat_6,B
465974,Masculino,Sim,52,Sim,Executivo,7.0,Alto,4.0,Cat_4,C
462075,Feminino,Nao,40,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
459494,Feminino,Sim,69,Nao,Engenheiro,9.0,Baixo,3.0,Cat_6,A
466921,Feminino,Nao,22,Nao,Enfermeiro,3.0,Baixo,3.0,Cat_6,D
463544,Masculino,Sim,47,Sim,Executivo,1.0,Medio,4.0,Cat_6,C
461167,Masculino,Sim,29,Sim,Marketing,1.0,Alto,2.0,Cat_3,A
467364,Masculino,Sim,46,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_3,C
462408,Masculino,Nao,32,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A
466224,Feminino,Nao,38,Sim,Enfermeiro,0.0,Baixo,1.0,Cat_2,C
465151,Masculino,Sim,59,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B
467216,Feminino,Nao,26,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,D
460586,Masculino,Nao,26,Sim,Enfermeiro,1.0,Baixo,2.0,Cat_3,A
461197,Masculino,Nao,28,Nao,Marketing,0.0,Baixo,1.0,Cat_3,D
462776,Feminino,Sim,53,Sim,Engenheiro,1.0,Medio,3.0,Cat_6,C
464088,Masculino,Nao,27,Nao,Medico,1.0,Baixo,3.0,Cat_6,D
464695,Masculino,Nao,26,Nao,Engenheiro,0.0,Baixo,4.0,Cat_4,D
462331,Feminino,Nao,31,Nao,Entretenimento,0.0,Baixo,2.0,Cat_6,D
466523,Masculino,Sim,39,Sim,Executivo,1.0,Alto,3.0,Cat_3,B
465337,Feminino,Sim,43,Nao,Engenheiro,1.0,Baixo,3.0,Cat_7,A
460834,Masculino,Sim,25,Nao,Medico,1.0,Baixo,2.0,Cat_1,A
466824,Masculino,Sim,40,Sim,Ator/Atriz,3.0,Alto,3.0,Cat_6,A
461607,Feminino,Sim,40,Sim,Entretenimento,7.0,Medio,2.0,Cat_3,B
466999,Masculino,Nao,27,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_6,D
466597,Feminino,Nao,19,Nao,Enfermeiro,1.0,Baixo,2.0,Cat_6,D
464075,Feminino,Sim,86,Sim,Advogado,0.0,Alto,2.0,Cat_6,B
462163,Feminino,Sim,27,Sim,Ator/Atriz,4.0,Medio,2.0,Cat_3,C
463895,Feminino,Sim,70,Nao,Medico,0.0,Medio,2.0,Cat_6,B
464767,Feminino,Sim,53,Nao,Engenheiro,8.0,Medio,4.0,Cat_4,B
463738,Masculino,Sim,43,Nao,Executivo,0.0,Alto,4.0,Cat_6,A
465967,Masculino,Sim,36,Nao,Medico,6.0,Baixo,3.0,Cat_6,A
462260,Masculino,Sim,74,Sim,Advogado,0.0,Baixo,2.0,Cat_6,C
467234,Feminino,Nao,30,Nao,Do Lar,0.0,Baixo,4.0,Cat_6,D
466573,Feminino,Nao,37,Sim,Ator/Atriz,5.0,Baixo,2.0,Cat_6,B
463229,Feminino,Nao,22,Nao,Marketing,0.0,Baixo,1.0,Cat_5,B
459768,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
462541,Masculino,Sim,70,Sim,Engenheiro,4.0,Alto,2.0,Cat_6,B
467714,Masculino,Sim,89,Sim,Advogado,13.0,Baixo,1.0,Cat_6,A
459474,Masculino,Nao,25,Sim,Medico,6.0,Baixo,1.0,Cat_2,D
460093,Feminino,Nao,45,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_3,A
467865,Feminino,Nao,35,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_4,A
465758,Feminino,Sim,37,Nao,Engenheiro,7.0,Baixo,1.0,Cat_4,D
464184,Feminino,Sim,39,Nao,Engenheiro,4.0,Medio,2.0,Cat_6,B
462618,Feminino,Nao,32,Sim,Enfermeiro,1.0,Baixo,5.0,Cat_4,D
464226,Feminino,Sim,62,Sim,Ator/Atriz,2.0,Medio,3.0,Cat_6,C
465432,Feminino,Sim,58,Sim,Engenheiro,0.0,Medio,4.0,Cat_4,B
466627,Masculino,Nao,25,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_6,C
467380,Feminino,Sim,56,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,C
465842,Feminino,Nao,36,Sim,Entretenimento,10.0,Baixo,2.0,Cat_6,A
464622,Feminino,Nao,30,Nao,Enfermeiro,8.0,Baixo,3.0,Cat_6,A
462083,Masculino,Nao,19,Nao,Enfermeiro,1.0,Baixo,5.0,Cat_6,D
460910,Masculino,Nao,27,Sim,Enfermeiro,0.0,Baixo,2.0,Cat_6,A
460255,Feminino,Nao,38,Sim,Medico,14.0,Baixo,1.0,Cat_6,A
460109,Masculino,Sim,46,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C
464306,Masculino,Nao,29,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_6,B
466835,Masculino,Sim,51,Nao,Entretenimento,1.0,Medio,4.0,Cat_7,B
465192,Masculino,Sim,55,Nao,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A
463380,Feminino,Sim,69,Sim,Engenheiro,1.0,Baixo,1.0,Cat_3,A
462391,Feminino,Nao,26,Nao,Enfermeiro,1.0,Baixo,8.0,Cat_7,C
467086,Feminino,Sim,83,Sim,Advogado,0.0,Baixo,3.0,Cat_6,A
460306,Feminino,Nao,39,Sim,Enfermeiro,9.0,Baixo,1.0,Cat_6,D
460752,Masculino,Sim,35,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,A
467264,Masculino,Sim,19,Nao,Marketing,2.0,Alto,5.0,Cat_6,C
466258,Feminino,Nao,29,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,B
463719,Feminino,Nao,26,Nao,Medico,0.0,Baixo,1.0,Cat_6,D
460032,Masculino,Nao,36,Sim,Engenheiro,8.0,Baixo,1.0,Cat_6,A
465175,Feminino,Nao,22,Nao,Do Lar,0.0,Baixo,4.0,Cat_6,D
466610,Masculino,Nao,19,Nao,Marketing,0.0,Baixo,5.0,Cat_6,A
459036,Feminino,Sim,20,Sim,Advogado,1.0,Medio,3.0,Cat_3,A
464047,Masculino,Nao,43,Sim,Enfermeiro,3.0,Baixo,3.0,Cat_6,D
459997,Masculino,Nao,43,Sim,Entretenimento,1.0,Baixo,2.0,Cat_4,A
463382,Feminino,Sim,50,Sim,Engenheiro,4.0,Alto,3.0,Cat_6,B
460967,Masculino,Nao,25,Sim,Entretenimento,1.0,Baixo,2.0,Cat_6,A
465094,Masculino,Sim,61,Nao,Ator/Atriz,1.0,Alto,2.0,Cat_6,B
461229,Feminino,Sim,28,Sim,Enfermeiro,0.0,Medio,2.0,Cat_6,A
466442,Masculino,Nao,38,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,D
464527,Masculino,Nao,25,Nao,Executivo,12.0,Baixo,3.0,Cat_6,A
