id_cliente,idade,sexo,tempo_cliente,dependentes,nivel_educacao,estado_civil,tipo_cartao,limite_cartao,meses_inativo,total_transferido,cancelamento
788900883,51,F,36,2,Mestrado,Casado,Blue,3106.0,1,1368,0
758348808,51,M,44,2,Mestrado,Casado,Blue,34516.0,3,1218,0
772336458,60,F,50,1,Ensino Fundamental,Casado,Blue,1438.3,4,702,1
717906783,41,M,29,5,Mestrado,Solteiro,Blue,5207.0,2,1310,0
719437908,44,M,36,3,Pos-Graduacao,Divorciado,Blue,17965.0,2,1767,0
769433508,43,M,37,1,Faculdade,Solteiro,Blue,2733.0,3,933,0
790096533,55,M,48,2,Faculdade,Casado,Blue,8863.0,3,1512,0
720997383,52,M,36,1,Ensino Fundamental,Casado,Blue,1857.0,3,829,1
709930758,41,M,30,2,Ensino Fundamental,Casado,Blue,11107.0,3,1506,0
710741208,39,M,36,2,Ensino Medio,Solteiro,Blue,5269.0,2,2094,0
821797008,49,M,45,5,Faculdade,Casado,Blue,1438.3,2,815,1
708874533,45,F,36,2,Faculdade,Casado,Blue,3387.0,3,510,1
715341858,54,M,46,2,Mestrado,Casado,Blue,1982.0,2,1377,0
793636308,49,M,43,3,Ensino Fundamental,Solteiro,Blue,4645.0,2,1193,0
713779908,46,F,36,3,Doutorado,Solteiro,Blue,2189.0,3,1287,0
712125258,46,M,30,4,Ensino Medio,Casado,Blue,2442.0,3,701,1
709703433,47,M,38,3,Mestrado,Casado,Blue,21304.0,1,1770,0
721022433,44,M,36,2,Doutorado,Solteiro,Blue,7577.0,1,1409,0
710103558,50,M,31,3,Pos-Graduacao,Solteiro,Blue,3234.0,1,1354,0
715952883,73,M,36,0,Ensino Medio,Casado,Blue,4469.0,3,1765,0
772390908,59,M,48,0,Ensino Medio,Solteiro,Blue,3616.0,4,687,1
787348608,70,M,56,0,Ensino Medio,Casado,Blue,3252.0,2,1227,0
709485033,55,F,36,2,Ensino Medio,Casado,Blue,2358.0,3,1737,0
799471833,45,M,39,1,Ensino Fundamental,Solteiro,Blue,3133.0,2,1435,0
714187533,45,F,35,2,Ensino Fundamental,Solteiro,Blue,3540.0,3,1321,0
779656908,40,M,23,1,Mestrado,Casado,Blue,6990.0,3,1479,0
778867533,59,F,40,0,Pos-Graduacao,Casado,Blue,1438.3,4,689,1
789483333,41,M,32,2,Ensino Fundamental,Casado,Blue,5214.0,1,1258,0
809855808,51,F,46,2,Mestrado,Casado,Blue,5207.0,2,1339,0
708528483,43,F,23,4,Mestrado,Divorciado,Blue,3187.0,3,1387,0
771809733,64,F,53,0,Ensino Medio,Casado,Blue,3353.0,3,960,1
719942883,54,M,38,5,Mestrado,Casado,Blue,2290.0,3,1119,0
717806133,40,M,29,2,Ensino Fundamental,Divorciado,Blue,23603.0,3,1382,0
720615708,57,M,45,0,Ensino Fundamental,Casado,Blue,2601.0,2,1232,0
714511758,45,M,40,4,Mestrado,Solteiro,Blue,6363.0,3,1542,0
715050408,41,M,36,3,Ensino Medio,Solteiro,Blue,8029.0,3,1094,0
721132233,42,F,31,4,Ensino Fundamental,Casado,Blue,2410.0,2,1217,0
719211558,45,M,36,2,Mestrado,Solteiro,Blue,3401.0,1,744,1
712069008,42,F,23,4,Ensino Fundamental,Casado,Blue,2260.0,2,1614,0
715996983,47,M,30,4,Ensino Fundamental,Divorciado,Blue,17682.0,2,1747,0
773466258,48,F,42,4,Ensino Medio,Casado,Blue,4206.0,1,1144,0
798983508,43,M,37,1,Mestrado,Solteiro,Silver,34516.0,3,1575,0
716451183,54,F,44,1,Ensino Fundamental,Casado,Blue,5556.0,2,1706,0
718621608,54,F,44,2,Ensino Medio,Casado,Blue,6094.0,3,909,1
715085733,61,M,52,0,Mestrado,Casado,Blue,2939.0,1,2434,0
788977833,61,M,48,0,Ensino Fundamental,Casado,Blue,5362.0,1,1876,0
720272958,48,M,36,2,Ensino Medio,Casado,Blue,27126.0,3,1000,1
708421833,45,F,36,4,Mestrado,Solteiro,Blue,3342.0,3,1139,0
709173108,54,F,40,4,Mestrado,Casado,Blue,2532.0,2,799,1
709879458,54,F,46,3,Doutorado,Casado,Blue,1900.0,2,1881,0
715120608,44,M,37,3,Mestrado,Solteiro,Blue,14546.0,3,1273,0
770632758,50,F,36,4,Doutorado,Solteiro,Blue,2521.0,3,1328,0
779078733,55,M,36,2,Doutorado,Casado,Blue,16427.0,4,1579,0
720250158,45,M,33,2,Faculdade,Solteiro,Blue,23218.0,3,1749,0
716458983,60,M,36,0,Ensino Medio,Casado,Blue,3281.0,1,1424,0
713747733,55,M,47,2,Ensino Medio,Casado,Blue,3096.0,3,2011,0
712270158,62,F,52,0,Ensino Medio,Casado,Blue,2052.0,2,1208,0
754897008,46,M,39,3,Ensino Medio,Solteiro,Blue,9432.0,3,1319,0
819700533,50,M,45,0,Ensino Medio,Solteiro,Silver,14938.0,2,949,0
712890408,45,M,36,2,Ensino Fundamental,Casado,Blue,2221.0,3,1338,0
720248208,47,M,37,3,Pos-Graduacao,Divorciado,Blue,5731.0,3,1554,0
779749908,48,M,33,4,Faculdade,Casado,Gold,34516.0,2,1350,0
717401883,35,M,22,3,Ensino Fundamental,Casado,Blue,6985.0,2,1694,0
721509558,51,M,42,2,Mestrado,Casado,Blue,24221.0,3,1678,0
710572458,36,F,24,3,Ensino Medio,Casado,Blue,15439.0,1,2069,0
714576183,47,M,36,4,Mestrado,Solteiro,Blue,21637.0,3,1222,0
721425558,52,M,37,2,Mestrado,Solteiro,Blue,14543.0,3,1536,0
711109908,43,F,36,4,Ensino Fundamental,Casado,Blue,9684.0,1,1400,0
715203108,63,M,36,2,Ensino Medio,Casado,Blue,5007.0,2,1050,0
710027508,61,M,54,0,Mestrado,Casado,Blue,1616.0,2,1389,0
787464408,53,M,40,2,Ensino Fundamental,Solteiro,Blue,19116.0,2,1184,0
783542133,53,F,47,3,Mestrado,Casado,Blue,2759.0,6,2093,0
708330858,57,M,38,3,Mestrado,Casado,Blue,8249.0,3,678,1
714426783,38,F,31,2,Mestrado,Solteiro,Blue,14041.0,3,1467,0
712701333,53,M,43,3,Ensino Medio,Casado,Blue,5264.0,3,1219,0
773373108,49,F,43,4,Ensino Medio,Casado,Blue,2826.0,2,1025,0
715812258,45,M,34,2,Ensino Medio,Casado,Blue,12518.0,5,1165,0
778286433,67,M,56,0,Mestrado,Casado,Blue,5876.0,2,2133,0
789270033,48,M,37,3,Mestrado,Solteiro,Silver,34516.0,2,1122,0
711569433,51,F,38,2,Ensino Fundamental,Divorciado,Blue,9648.0,1,1083,0
720214833,52,M,40,2,Ensino Medio,Solteiro,Silver,34516.0,3,1234,0
709346133,55,F,35,2,Ensino Fundamental,Casado,Blue,3025.0,3,1277,0
788194458,34,M,26,3,Ensino Medio,Casado,Blue,3265.0,3,1843,0
720779733,56,M,36,1,Ensino Fundamental,Casado,Blue,6041.0,2,1747,0
717424458,44,F,36,2,Pos-Graduacao,Casado,Blue,2293.0,3,1166,0
770590758,43,F,29,3,Mestrado,Solteiro,Blue,3378.0,2,1285,0
718490658,50,F,36,1,Mestrado,Solteiro,Blue,5012.0,1,1142,0
711985833,38,F,30,4,Ensino Fundamental,Solteiro,Blue,2569.0,1,1190,0
708967608,53,F,45,1,Mestrado,Solteiro,Blue,3471.0,1,1052,0
718505958,43,M,31,5,Mestrado,Divorciado,Silver,34516.0,3,1628,0
715024233,53,M,36,1,Ensino Medio,Casado,Blue,3312.0,3,1740,0
779249583,56,F,38,1,Mestrado,Casado,Blue,2578.0,3,1378,0
778928283,57,F,39,3,Ensino Medio,Casado,Blue,2742.0,2,1389,0
712299858,62,M,53,1,Ensino Medio,Casado,Blue,2077.0,3,1365,0
799224108,46,F,40,4,Mestrado,Solteiro,Blue,6265.0,1,1715,0
809976033,49,M,44,2,Ensino Fundamental,Casado,Blue,7819.0,3,1582,0
716203308,52,M,42,3,Mestrado,Solteiro,Blue,2731.0,3,1220,0
714871683,58,M,36,1,Ensino Fundamental,Casado,Blue,1438.3,4,715,1
716139933,54,M,36,0,Ensino Medio,Casado,Blue,16286.0,1,2552,0
716984658,49,M,39,1,Mestrado,Casado,Blue,34516.0,2,1106,0
713086008,58,F,47,3,Ensino Medio,Casado,Blue,2609.0,1,1731,0
713773458,52,M,45,2,Ensino Medio,Solteiro,Blue,7567.0,3,1435,0
719242533,41,M,33,5,Ensino Medio,Casado,Blue,22770.0,3,1882,0
772712658,62,F,50,0,Ensino Fundamental,Casado,Blue,3791.0,1,2058,0
788868858,54,M,39,2,Mestrado,Casado,Blue,2702.0,4,1658,0
811898133,40,F,35,3,Ensino Medio,Divorciado,Blue,2555.0,1,1334,0
788808633,43,M,26,3,Mestrado,Casado,Blue,2355.0,3,1441,0
779804208,53,F,42,2,Mestrado,Solteiro,Blue,5332.0,2,1371,0
781391058,55,M,49,1,Ensino Fundamental,Solteiro,Blue,1443.0,3,1991,0
790134408,46,M,39,4,Mestrado,Solteiro,Blue,10741.0,2,1278,0
788853258,41,M,25,1,Ensino Fundamental,Casado,Blue,7984.0,2,1734,0
711857733,49,M,32,3,Ensino Fundamental,Solteiro,Blue,18584.0,2,1330,0
822969858,61,F,56,0,Mestrado,Casado,Blue,5585.0,1,1787,0
719554758,46,M,38,2,Ensino Fundamental,Casado,Blue,34516.0,3,1672,0
711643458,50,F,43,1,Ensino Fundamental,Casado,Blue,1438.3,3,1439,0
788830683,40,M,24,2,Mestrado,Solteiro,Blue,2478.0,1,1558,0
807030858,51,M,46,4,Ensino Medio,Solteiro,Blue,34516.0,3,1795,0
793059108,50,F,44,2,Mestrado,Casado,Blue,2339.0,2,893,0
716568708,47,F,36,2,Mestrado,Casado,Blue,2726.0,3,1099,0
717229158,36,F,36,4,Mestrado,Casado,Blue,1628.0,3,1893,0
715915458,47,F,34,2,Mestrado,Casado,Blue,3156.0,2,1151,0
819129858,46,F,41,2,Mestrado,Solteiro,Blue,4745.0,3,1519,0
713441958,46,M,36,2,Ensino Medio,Casado,Blue,19727.0,3,1245,0
719091333,52,M,36,0,Ensino Fundamental,Casado,Blue,22720.0,3,1102,0
714914583,40,F,27,4,Mestrado,Solteiro,Blue,3751.0,2,1060,0
714363858,54,F,36,4,Ensino Medio,Casado,Blue,1594.0,5,1459,0
721347408,55,F,43,1,Ensino Medio,Solteiro,Blue,2569.0,2,1456,0
809608533,49,F,44,4,Pos-Graduacao,Solteiro,Blue,18206.0,3,1439,0
772047183,45,M,34,4,Ensino Medio,Casado,Blue,3104.0,3,1353,0
714217908,49,M,41,3,Mestrado,Casado,Blue,2406.0,3,1173,0
714819183,63,M,36,1,Ensino Fundamental,Casado,Blue,24571.0,2,1746,0
716455683,40,F,36,3,Ensino Medio,Solteiro,Gold,15534.0,2,1279,0
710865633,41,F,33,2,Mestrado,Casado,Silver,12301.0,2,1307,0
752952108,37,M,26,4,Mestrado,Casado,Blue,2846.0,2,1473,0
714982383,55,M,36,2,Ensino Medio,Casado,Blue,7231.0,3,1421,0
813814008,53,F,48,1,Ensino Medio,Casado,Blue,2324.0,3,1272,0
794545983,57,M,40,2,Mestrado,Casado,Blue,12208.0,2,1409,0
715585158,58,M,46,1,Mestrado,Casado,Blue,10021.0,3,1275,0
789863208,54,F,44,2,Mestrado,Casado,Blue,2027.0,2,1702,0
715022133,53,M,47,2,Mestrado,Casado,Blue,6363.0,2,1256,0
712506708,39,F,25,3,Faculdade,Solteiro,Blue,3920.0,1,3178,0
715699983,56,M,36,3,Ensino Medio,Casado,Blue,9226.0,1,1626,0
712459233,59,F,46,1,Pos-Graduacao,Casado,Blue,1944.0,3,1960,0
716545383,42,M,36,3,Ensino Fundamental,Solteiro,Blue,9599.0,1,1154,0
721144383,42,M,28,4,Mestrado,Casado,Silver,28202.0,1,1629,0
804359133,55,M,49,0,Ensino Medio,Casado,Blue,3805.0,3,1743,0
713308683,52,M,37,1,Ensino Fundamental,Solteiro,Blue,2733.0,2,1139,0
717354558,57,M,40,2,Ensino Fundamental,Casado,Blue,3106.0,3,683,1
798473808,48,M,42,3,Faculdade,Casado,Blue,7477.0,3,1159,0
715192308,48,M,36,2,Ensino Medio,Casado,Blue,29963.0,5,1205,0
708813033,47,M,36,1,Mestrado,Solteiro,Blue,6509.0,3,1409,0
714639783,42,M,34,3,Faculdade,Casado,Blue,13450.0,3,1000,1
709470858,51,M,31,4,Faculdade,Casado,Silver,34516.0,2,1366,0
717292758,55,F,47,2,Mestrado,Solteiro,Blue,6347.0,3,1161,0
779241783,67,M,49,1,Ensino Fundamental,Casado,Blue,3106.0,3,1512,0
715205358,39,M,31,1,Mestrado,Casado,Blue,2536.0,1,1750,0
778871508,54,M,35,3,Pos-Graduacao,Solteiro,Blue,13048.0,3,1170,0
710147958,47,M,36,3,Ensino Medio,Casado,Silver,16138.0,2,1198,0
709864833,49,M,38,2,Pos-Graduacao,Casado,Blue,8077.0,2,1329,0
